StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q4_1,Q4_2,Q4_3,Q7_1,Q5
2019-07-26 21:01:23,2019-07-26 21:02:20,IP Address,100,56,True,2019-07-26 21:02:20,R_ykYvRdleiBTmwKt,anonymous,EN-GB,492,50,40,90,70,60,80,"I never think about quitting smoking, and I have no plans to quit."
2019-07-26 21:04:05,2019-07-26 21:05:27,IP Address,100,82,True,2019-07-26 21:05:28,R_2QXTHWu4c6FMxFT,anonymous,EN-GB,429,47,28,7,9,8,8,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-26 21:07:47,2019-07-26 21:08:28,IP Address,100,40,True,2019-07-26 21:08:28,R_2q2WGRihVBEWHKU,anonymous,EN-GB,270,100,55,0,0,20,24,"I often think about quitting smoking, but I have no plans to quit."
2019-07-26 21:21:56,2019-07-26 21:23:19,IP Address,100,83,True,2019-07-26 21:23:19,R_2bWrJktg9YU9GOs,anonymous,EN-GB,209,60,70,60,54,78,57,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-26 21:40:16,2019-07-26 21:40:35,IP Address,100,19,True,2019-07-26 21:40:36,R_2fd617LMOON0EEn,anonymous,EN-GB,193,18,17,17,18,11,16,I definitely plan to quit smoking in the next 6 months.
2019-07-27 01:05:45,2019-07-27 01:06:29,IP Address,100,44,True,2019-07-27 01:06:30,R_1fga3lDcMf6SrYs,anonymous,EN-GB,272,90,91,12,12,13,6,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 02:16:10,2019-07-27 02:16:42,IP Address,100,31,True,2019-07-27 02:16:42,R_QmQPLbmOEgjW7IZ,anonymous,EN-GB,233,100,100,0,0,0,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 05:39:07,2019-07-27 05:40:03,IP Address,100,55,True,2019-07-27 05:40:03,R_tGNL92L0cJMAADv,anonymous,EN-GB,680,60,70,30,20,40,50,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 07:30:59,2019-07-27 07:31:14,IP Address,100,15,True,2019-07-27 07:31:14,R_uxpsDoUmy9jcyQh,anonymous,EN-GB,313,39,41,31,34,32,39,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 09:31:18,2019-07-27 09:31:56,IP Address,100,37,True,2019-07-27 09:31:56,R_OcZpgJPFMqgI79T,anonymous,EN-GB,270,100,100,6,0,15,13,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 10:00:34,2019-07-27 10:01:14,IP Address,100,39,True,2019-07-27 10:01:15,R_YW7jdIKQcpIQGQx,anonymous,EN-GB,312,100,100,0,0,40,21,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 21:01:43,2019-07-27 21:02:53,IP Address,100,70,True,2019-07-27 21:02:53,R_QgFXYYnSIRIdrC9,anonymous,EN-GB,164,86,90,23,17,61,20,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 21:02:47,2019-07-27 21:03:55,IP Address,100,67,True,2019-07-27 21:03:55,R_3G8kUF0FMhOLPuP,anonymous,EN-GB,191,53,67,34,8,65,51,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 21:03:06,2019-07-27 21:04:09,IP Address,100,62,True,2019-07-27 21:04:09,R_2zPdfcOwW3YwtTG,anonymous,EN-GB,627,100,100,11,3,100,16,I definitely plan to quit smoking in the next 6 months.
2019-07-27 21:05:16,2019-07-27 21:06:32,IP Address,100,76,True,2019-07-27 21:06:33,R_1N5haQYs90VEtDU,anonymous,EN-GB,683,75,77,52,7,51,33,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 21:10:43,2019-07-27 21:11:16,IP Address,100,32,True,2019-07-27 21:11:16,R_3eajR4qE56w9FqQ,anonymous,EN-GB,732,39,74,53,63,26,49,I have decided not to quit smoking for my lifetime. I have no interest in quitting.
2019-07-27 21:14:01,2019-07-27 21:14:25,IP Address,100,23,True,2019-07-27 21:14:25,R_2c6kHmIE9fjRpHy,anonymous,EN-GB,173,79,78,81,42,92,70,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 21:13:21,2019-07-27 21:15:12,IP Address,100,110,True,2019-07-27 21:15:12,R_1g8Bif6LY2LLIsb,anonymous,EN-GB,362,20,30,20,25,70,65,"I never think about quitting smoking, and I have no plans to quit."
2019-07-27 21:33:59,2019-07-27 21:34:46,IP Address,100,47,True,2019-07-27 21:34:47,R_ZvQcnvuTePKb24V,anonymous,EN-GB,270,100,94,0,0,0,0,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 21:55:34,2019-07-27 21:56:28,IP Address,100,53,True,2019-07-27 21:56:28,R_r1gitDvtnjJoghj,anonymous,EN-GB,303,100,100,43,34,73,48,I definitely plan to quit smoking in the next 6 months.
2019-07-27 22:01:15,2019-07-27 22:02:06,IP Address,100,51,True,2019-07-27 22:02:06,R_2EaYWbzG5ptJMUp,anonymous,EN-GB,286,78,72,36,50,50,70,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 22:06:01,2019-07-27 22:07:34,IP Address,100,92,True,2019-07-27 22:07:34,R_yCNaL8wKfLNEamR,anonymous,EN-GB,513,67,61,33,47,54,26,I definitely plan to quit smoking in the next 30 days.
2019-07-27 22:11:30,2019-07-27 22:12:39,IP Address,100,69,True,2019-07-27 22:12:40,R_1re6wUZQ8OljDgK,anonymous,EN-GB,583,33,33,80,57,83,74,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 22:38:42,2019-07-27 22:40:10,IP Address,100,87,True,2019-07-27 22:40:10,R_3QSDN7DOJ4SiiN9,anonymous,EN-GB,309,70,82,51,22,79,59,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-27 22:38:53,2019-07-27 22:40:22,IP Address,100,88,True,2019-07-27 22:40:22,R_2wnwBQahJSNdstc,anonymous,EN-GB,135,98,99,97,96,99,61,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 22:39:48,2019-07-27 22:40:40,IP Address,100,51,True,2019-07-27 22:40:40,R_2zMV8jRg9Ooiac9,anonymous,EN-GB,209,60,65,60,60,81,71,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 22:40:03,2019-07-27 22:40:49,IP Address,100,45,True,2019-07-27 22:40:49,R_2roxZMX2dYNoTtE,anonymous,EN-GB,706,64,67,16,13,25,15,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 23:14:21,2019-07-27 23:14:52,IP Address,100,31,True,2019-07-27 23:14:53,R_2RU5vOQ3ndHzFuQ,anonymous,EN-GB,272,84,82,11,14,14,12,"I often think about quitting smoking, but I have no plans to quit."
2019-07-27 23:35:01,2019-07-27 23:35:41,IP Address,100,40,True,2019-07-27 23:35:41,R_2xFYR7SiM024zqg,anonymous,EN-GB,731,50,7,6,5,30,2,"I never think about quitting smoking, and I have no plans to quit."
2019-07-27 23:34:48,2019-07-27 23:36:28,IP Address,100,99,True,2019-07-27 23:36:28,R_bqqDpDBwJ4Ptj0d,anonymous,EN-GB,748,100,100,42,1,80,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-27 23:55:46,2019-07-27 23:56:47,IP Address,100,61,True,2019-07-27 23:56:47,R_1OuyJgPVYTJfdL8,anonymous,EN-GB,690,56,51,49,23,48,52,"I often think about quitting smoking, but I have no plans to quit."
2019-07-28 00:26:49,2019-07-28 00:29:23,IP Address,100,153,True,2019-07-28 00:29:23,R_3JsaVQjO9o6gdeo,anonymous,EN-GB,423,50,70,20,20,50,70,"I often think about quitting smoking, but I have no plans to quit."
2019-07-28 01:02:55,2019-07-28 01:03:59,IP Address,100,64,True,2019-07-28 01:03:59,R_2eUxfBGQrNJqyl5,anonymous,EN-GB,614,54,54,8,20,24,73,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-28 01:18:59,2019-07-28 01:21:02,IP Address,100,122,True,2019-07-28 01:21:02,R_3m7Fjpx9JJrta7L,anonymous,EN-GB,280,81,83,50,18,20,75,"I often think about quitting smoking, but I have no plans to quit."
2019-07-28 01:29:22,2019-07-28 01:30:42,IP Address,100,79,True,2019-07-28 01:30:42,R_1KdxaJwWPpd0wXG,anonymous,EN-GB,235,80,100,8,3,28,39,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 01:49:11,2019-07-28 01:49:46,IP Address,100,35,True,2019-07-28 01:49:46,R_pR7pELHGFcv8YRH,anonymous,EN-GB,702,78,84,83,56,69,76,I definitely plan to quit smoking in the next 6 months.
2019-07-27 22:40:45,2019-07-27 22:40:49,IP Address,20,3,False,2019-07-28 02:40:49,R_1Okp3iHy27BuIwK,anonymous,EN-GB,209,,,,,,,
2019-07-28 03:30:16,2019-07-28 03:32:07,IP Address,100,110,True,2019-07-28 03:32:07,R_3L5zNWLihOhbuO8,anonymous,EN-GB,466,100,100,26,10,67,48,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 00:11:37,2019-07-28 00:11:41,Spam,20,4,False,2019-07-28 04:12:29,R_27jwiIQv9obppzw,anonymous,EN-GB,421,,,,,,,
2019-07-28 12:16:29,2019-07-28 12:17:05,IP Address,100,35,True,2019-07-28 12:17:05,R_1MQGWFuQGorH5Q1,anonymous,EN-GB,312,100,100,3,23,47,42,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 21:01:19,2019-07-28 21:01:45,IP Address,100,25,True,2019-07-28 21:01:46,R_pmUYDuNT1w3dzX3,anonymous,EN-GB,524,45,55,41,74,75,48,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 21:01:24,2019-07-28 21:01:56,IP Address,100,32,True,2019-07-28 21:01:56,R_2vZxHNjHTe7Ryp2,anonymous,EN-GB,761,17,18,19,16,17,22,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 21:01:40,2019-07-28 21:02:00,IP Address,100,20,True,2019-07-28 21:02:00,R_Q04MA5NKjwwS2KB,anonymous,EN-GB,693,91,94,93,91,100,91,I definitely plan to quit smoking in the next 6 months.
2019-07-28 21:01:22,2019-07-28 21:02:00,IP Address,100,37,True,2019-07-28 21:02:00,R_5cC7zvuYaFNln9f,anonymous,EN-GB,700,72,94,94,89,92,50,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-28 21:01:19,2019-07-28 21:02:07,IP Address,100,48,True,2019-07-28 21:02:07,R_1mCqxEwjna3Kpid,anonymous,EN-GB,463,5,4,2,3,5,20,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 21:03:09,2019-07-28 21:03:37,IP Address,100,27,True,2019-07-28 21:03:37,R_1rPquBmHArROkbe,anonymous,EN-GB,769,66,63,31,32,51,24,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-28 21:03:17,2019-07-28 21:03:55,IP Address,100,38,True,2019-07-28 21:03:55,R_2tbsnChFb5lwrdb,anonymous,EN-GB,309,77,61,73,23,87,47,I definitely plan to quit smoking in the next 6 months.
2019-07-28 21:03:38,2019-07-28 21:04:11,IP Address,100,32,True,2019-07-28 21:04:11,R_3QJl4luFJkq52fz,anonymous,EN-GB,642,39,40,53,31,50,33,I have decided not to quit smoking for my lifetime. I have no interest in quitting.
2019-07-28 21:03:59,2019-07-28 21:04:42,IP Address,100,43,True,2019-07-28 21:04:42,R_2TIenIb4ytvzOWa,anonymous,EN-GB,481,98,44,70,69,68,67,I definitely plan to quit smoking in the next 6 months.
2019-07-28 21:06:28,2019-07-28 21:07:00,IP Address,100,31,True,2019-07-28 21:07:00,R_wLY5i5GxHWvOIX7,anonymous,EN-GB,721,73,87,86,81,93,81,"I often think about quitting smoking, but I have no plans to quit."
2019-07-28 21:06:14,2019-07-28 21:07:13,IP Address,100,58,True,2019-07-28 21:07:13,R_3KSJxK529j28VsW,anonymous,EN-GB,775,99,1,33,27,46,56,I definitely plan to quit smoking in the next 6 months.
2019-07-28 21:06:35,2019-07-28 21:07:45,IP Address,100,69,True,2019-07-28 21:07:45,R_3CIQVYWCiHVY9ho,anonymous,EN-GB,380,90,80,90,65,80,80,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 21:07:20,2019-07-28 21:07:55,IP Address,100,35,True,2019-07-28 21:07:56,R_12aRpcQbfSfbvaq,anonymous,EN-GB,270,100,100,3,7,19,5,"I often think about quitting smoking, but I have no plans to quit."
2019-07-28 21:11:47,2019-07-28 21:12:22,IP Address,100,34,True,2019-07-28 21:12:22,R_3MboEZzShUpMloy,anonymous,EN-GB,595,83,85,84,28,50,61,I definitely plan to quit smoking in the next 6 months.
2019-07-28 21:12:51,2019-07-28 21:13:22,IP Address,100,30,True,2019-07-28 21:13:22,R_10vnxduWz4L0ZYb,anonymous,EN-GB,204,41,41,100,100,100,100,"I never think about quitting smoking, and I have no plans to quit."
2019-07-28 21:16:10,2019-07-28 21:16:53,IP Address,100,42,True,2019-07-28 21:16:53,R_40itJML66xMbwZj,anonymous,EN-GB,303,97,79,79,22,79,52,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 21:16:08,2019-07-28 21:16:53,IP Address,100,45,True,2019-07-28 21:16:53,R_1rD3pnIH65qz6UT,anonymous,EN-GB,605,57,53,32,23,29,31,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 21:18:42,2019-07-28 21:19:07,IP Address,100,25,True,2019-07-28 21:19:08,R_Wlguy874QljZ6zD,anonymous,EN-GB,448,68,79,47,32,58,52,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-28 21:30:53,2019-07-28 21:31:37,IP Address,100,44,True,2019-07-28 21:31:37,R_3O9aUhw36FdqTlL,anonymous,EN-GB,634,51,80,74,24,57,51,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-28 21:32:03,2019-07-28 21:32:39,IP Address,100,36,True,2019-07-28 21:32:40,R_wSgJGjv6YYcUJhf,anonymous,EN-GB,634,80,80,72,38,68,50,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-28 21:37:21,2019-07-28 21:38:28,IP Address,100,66,True,2019-07-28 21:38:28,R_3s0myrIVudJkkeV,anonymous,EN-GB,592,86,93,8,15,34,21,"I often think about quitting smoking, but I have no plans to quit."
2019-07-28 21:51:35,2019-07-28 21:52:05,IP Address,100,30,True,2019-07-28 21:52:05,R_1oaPFrJizCmW6uK,anonymous,EN-GB,250,26,70,100,100,100,54,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-28 22:01:21,2019-07-28 22:02:22,IP Address,100,60,True,2019-07-28 22:02:22,R_3KD9erBMo4INNRa,anonymous,EN-GB,469,100,100,50,50,52,51,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 22:19:50,2019-07-28 22:20:20,IP Address,100,29,True,2019-07-28 22:20:20,R_2QVzf5OG1nKwcwQ,anonymous,EN-GB,157,67,41,32,6,24,49,I definitely plan to quit smoking in the next 6 months.
2019-07-28 22:22:26,2019-07-28 22:23:45,IP Address,100,78,True,2019-07-28 22:23:45,R_2PtI0rOW4FarkUT,anonymous,EN-GB,314,50,75,75,75,10,75,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-28 22:38:13,2019-07-28 22:38:59,IP Address,100,45,True,2019-07-28 22:38:59,R_2YzF1uB1QsbrrpP,anonymous,EN-GB,581,91,81,32,21,12,22,"I often think about quitting smoking, but I have no plans to quit."
2019-07-28 23:05:07,2019-07-28 23:05:40,IP Address,100,33,True,2019-07-28 23:05:41,R_1CsyGQAfLg5EoFg,anonymous,EN-GB,379,67,34,19,21,24,28,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-28 23:31:28,2019-07-28 23:32:24,IP Address,100,56,True,2019-07-28 23:32:25,R_3nDgJGl5FbJYIz3,anonymous,EN-GB,492,39,20,90,49,60,50,"I never think about quitting smoking, and I have no plans to quit."
2019-07-28 23:46:16,2019-07-28 23:47:10,IP Address,100,54,True,2019-07-28 23:47:10,R_1Igxm0zRuV7BCjH,anonymous,EN-GB,419,71,72,71,71,70,69,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 00:31:49,2019-07-29 00:32:20,IP Address,100,31,True,2019-07-29 00:32:21,R_2feApHoHBgMBINl,anonymous,EN-GB,209,70,65,69,75,80,70,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 01:04:47,2019-07-29 01:07:38,IP Address,100,171,True,2019-07-29 01:07:38,R_2WGY5gMhAn58ePi,anonymous,EN-GB,273,70,78,67,63,61,53,I definitely plan to quit smoking in the next 6 months.
2019-07-29 01:36:18,2019-07-29 01:36:57,IP Address,100,39,True,2019-07-29 01:36:57,R_ZqSrX5vEq3c00iB,anonymous,EN-GB,413,39,54,53,15,23,25,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-29 02:03:28,2019-07-29 02:04:43,IP Address,100,74,True,2019-07-29 02:04:43,R_1LkDzC6IIG97LsQ,anonymous,EN-GB,276,60,52,46,30,80,38,I definitely plan to quit smoking in the next 6 months.
2019-07-29 03:53:05,2019-07-29 03:53:33,IP Address,100,28,True,2019-07-29 03:53:33,R_3I6v7UkuOGFhpwG,anonymous,EN-GB,312,100,100,16,26,18,41,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 07:28:05,2019-07-29 07:28:34,IP Address,100,28,True,2019-07-29 07:28:34,R_3P5cD3K2fWSB57w,anonymous,EN-GB,467,98,100,47,51,44,47,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 09:20:28,2019-07-29 09:21:00,IP Address,100,32,True,2019-07-29 09:21:00,R_1eR8ze1QyvuF5yu,anonymous,EN-GB,471,100,99,4,3,2,2,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 11:05:09,2019-07-29 11:05:38,IP Address,100,28,True,2019-07-29 11:05:38,R_1pRk17ZT5SfMvlN,anonymous,EN-GB,233,100,100,0,0,0,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 12:32:11,2019-07-29 12:32:38,IP Address,100,26,True,2019-07-29 12:32:38,R_XIdGau9F2I6DGp3,anonymous,EN-GB,489,100,100,19,20,15,20,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-29 16:37:16,2019-07-29 16:38:04,IP Address,100,47,True,2019-07-29 16:38:05,R_eEQ9gJ3yOaBA1kl,anonymous,EN-GB,166,47,40,97,93,97,77,"I never think about quitting smoking, and I have no plans to quit."
2019-07-29 18:43:13,2019-07-29 18:44:06,IP Address,100,52,True,2019-07-29 18:44:06,R_1i52lgHnrQ1yoCN,anonymous,EN-GB,401,40,60,21,20,26,36,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:02:36,2019-07-29 21:03:01,IP Address,100,24,True,2019-07-29 21:03:02,R_2fjk54NW42F0lbL,anonymous,EN-GB,524,31,41,22,15,33,30,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:02:58,2019-07-29 21:03:29,IP Address,100,30,True,2019-07-29 21:03:29,R_2PBXLUOVXdS8saY,anonymous,EN-GB,249,96,98,97,100,98,53,I definitely plan to quit smoking in the next 6 months.
2019-07-29 21:02:36,2019-07-29 21:03:39,IP Address,100,62,True,2019-07-29 21:03:39,R_x9nwwmlvxe5U5Il,anonymous,EN-GB,563,8,5,7,7,7,8,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:03:17,2019-07-29 21:03:39,IP Address,100,22,True,2019-07-29 21:03:40,R_2zHngq4vJrSg8Qq,anonymous,EN-GB,761,7,7,8,5,11,8,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:07:22,2019-07-29 21:08:07,IP Address,100,45,True,2019-07-29 21:08:08,R_1mDZ4VsgVuZVs2O,anonymous,EN-GB,469,44,41,41,43,45,47,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:09:42,2019-07-29 21:10:55,IP Address,100,72,True,2019-07-29 21:10:55,R_10Yn5Zl2mU0mQn1,anonymous,EN-GB,429,41,41,1,1,3,2,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-29 21:10:29,2019-07-29 21:11:57,IP Address,100,88,True,2019-07-29 21:11:57,R_sXqGpRqW77NN53H,anonymous,EN-GB,662,100,78,26,73,57,9,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 21:11:13,2019-07-29 21:12:13,IP Address,100,60,True,2019-07-29 21:12:13,R_1B8cq1mK60aVvHz,anonymous,EN-GB,111,71,83,30,11,6,33,I definitely plan to quit smoking in the next 6 months.
2019-07-29 21:12:23,2019-07-29 21:12:57,IP Address,100,33,True,2019-07-29 21:12:58,R_2tJs4cb4xTWMBot,anonymous,EN-GB,492,39,25,82,50,79,60,"I never think about quitting smoking, and I have no plans to quit."
2019-07-29 21:15:32,2019-07-29 21:16:03,IP Address,100,30,True,2019-07-29 21:16:03,R_D0nSnmmwaR1rA77,anonymous,EN-GB,312,100,100,23,0,20,41,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:15:00,2019-07-29 21:17:03,IP Address,100,122,True,2019-07-29 21:17:03,R_1BXiCGIKoatjVnM,anonymous,EN-GB,592,99,80,8,5,14,17,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 21:16:28,2019-07-29 21:17:03,IP Address,100,34,True,2019-07-29 21:17:04,R_12s8NyW1wZoRAgQ,anonymous,EN-GB,599,99,99,58,28,47,59,I definitely plan to quit smoking in the next 6 months.
2019-07-29 21:23:23,2019-07-29 21:23:51,IP Address,100,27,True,2019-07-29 21:23:51,R_2DUifLazbjYs3r6,anonymous,EN-GB,270,100,100,0,0,24,1,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 21:28:39,2019-07-29 21:29:10,IP Address,100,30,True,2019-07-29 21:29:10,R_3O2eu9ofoMMni16,anonymous,EN-GB,634,83,83,75,27,66,50,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-29 21:28:50,2019-07-29 21:29:32,IP Address,100,42,True,2019-07-29 21:29:32,R_3DTzoxTBxw7YGPf,anonymous,EN-GB,528,56,70,36,4,45,15,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 21:29:42,2019-07-29 21:31:12,IP Address,100,90,True,2019-07-29 21:31:12,R_1lmVXqV7YYf60na,anonymous,EN-GB,7367493311,100,82,51,1,50,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:30:50,2019-07-29 21:31:16,IP Address,100,25,True,2019-07-29 21:31:16,R_TvzGKvUl4vVceGJ,anonymous,EN-GB,581,84,74,,,,14,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:33:29,2019-07-29 21:34:40,IP Address,100,71,True,2019-07-29 21:34:41,R_2xWXVi8dljCb6Ya,anonymous,EN-GB,400,65,26,12,0,26,45,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 21:33:54,2019-07-29 21:34:45,IP Address,100,50,True,2019-07-29 21:34:45,R_Urvqi8fh0j2rSBH,anonymous,EN-GB,775,100,61,25,45,37,28,I definitely plan to quit smoking in the next 6 months.
2019-07-29 21:35:31,2019-07-29 21:36:08,IP Address,100,36,True,2019-07-29 21:36:08,R_2sSkeN1G4zeJxZa,anonymous,EN-GB,209,65,69,66,60,73,60,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:46:47,2019-07-29 21:47:17,IP Address,100,30,True,2019-07-29 21:47:17,R_3en8LglCz553hsp,anonymous,EN-GB,309,64,56,34,19,73,51,I definitely plan to quit smoking in the next 6 months.
2019-07-29 21:52:03,2019-07-29 21:53:01,IP Address,100,58,True,2019-07-29 21:53:01,R_3KCleHvR5bnSe9N,anonymous,EN-GB,689,69,35,10,8,46,20,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-29 22:01:22,2019-07-29 22:01:48,IP Address,100,25,True,2019-07-29 22:01:48,R_3G0TrfDrn6gFwA5,anonymous,EN-GB,721,65,83,92,76,79,75,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 22:29:54,2019-07-29 22:30:25,IP Address,100,30,True,2019-07-29 22:30:25,R_2YqWNf15ik4sbUY,anonymous,EN-GB,272,86,82,4,5,9,3,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 23:19:01,2019-07-29 23:19:45,IP Address,100,43,True,2019-07-29 23:19:45,R_80lG0DuqyyiGMY9,anonymous,EN-GB,380,85,90,80,80,85,90,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 23:37:59,2019-07-29 23:39:35,IP Address,100,95,True,2019-07-29 23:39:35,R_2wpg4uD5dcmvsi1,anonymous,EN-GB,611,100,75,13,4,10,9,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 23:49:37,2019-07-29 23:50:20,IP Address,100,43,True,2019-07-29 23:50:20,R_1lc9dvnJ0w5zRPz,anonymous,EN-GB,166,41,34,97,96,100,90,"I never think about quitting smoking, and I have no plans to quit."
2019-07-29 23:54:13,2019-07-29 23:54:47,IP Address,100,34,True,2019-07-29 23:54:47,R_UZ8hUd1kOjRUXEl,anonymous,EN-GB,775,71,61,29,33,26,36,I definitely plan to quit smoking in the next 6 months.
2019-07-30 00:16:00,2019-07-30 00:17:34,IP Address,100,93,True,2019-07-30 00:17:34,R_1PTsl9ZB0ZnmXGo,anonymous,EN-GB,485,100,50,40,50,60,33,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 00:20:53,2019-07-30 00:23:25,IP Address,100,152,True,2019-07-30 00:23:25,R_2dtfODGywXoe4pa,anonymous,EN-GB,273,69,78,64,34,33,39,I definitely plan to quit smoking in the next 6 months.
2019-07-30 00:53:19,2019-07-30 00:54:35,IP Address,100,75,True,2019-07-30 00:54:35,R_1j8KWMu6jFPOjLY,anonymous,EN-GB,717,56,66,47,33,79,33,"I often think about quitting smoking, but I have no plans to quit."
2019-07-29 21:17:35,2019-07-29 21:17:49,IP Address,20,13,False,2019-07-30 01:18:37,R_129KksklurfnxcV,anonymous,EN-GB,285,,,,,,,
2019-07-30 01:24:03,2019-07-30 01:24:31,IP Address,100,28,True,2019-07-30 01:24:32,R_BJ73JTGgt93Rczf,anonymous,EN-GB,233,99,100,0,0,0,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-29 21:36:13,2019-07-29 21:36:22,IP Address,20,8,False,2019-07-30 01:36:59,R_2CE7QG3nMWoMfWC,anonymous,EN-GB,209,,,,,,,
2019-07-30 01:40:47,2019-07-30 01:41:25,IP Address,100,38,True,2019-07-30 01:41:25,R_3Mca1BUJrAr0af1,anonymous,EN-GB,250,76,24,100,100,100,71,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-30 01:41:01,2019-07-30 01:42:06,IP Address,100,64,True,2019-07-30 01:42:06,R_3nI7R4xGvWMldPn,anonymous,EN-GB,276,59,74,48,39,77,51,I definitely plan to quit smoking in the next 6 months.
2019-07-29 22:30:44,2019-07-29 22:30:48,IP Address,20,4,False,2019-07-30 02:31:45,R_ePU8Jk2AJP7URkB,anonymous,EN-GB,272,,,,,,,
2019-07-30 02:33:31,2019-07-30 02:33:50,IP Address,100,18,True,2019-07-30 02:33:50,R_3F2pdkvWOcxSUXZ,anonymous,EN-GB,463,4,5,3,3,3,4,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 02:36:33,2019-07-30 02:37:47,IP Address,100,74,True,2019-07-30 02:37:48,R_2cuRHNFgN9emmTo,anonymous,EN-GB,692,100,29,20,8,20,6,"I often think about quitting smoking, but I have no plans to quit."
